stk.v.10.0
BEGIN IntervalList
"2019/01/21 23:32:20.000" "2019/01/21 23:32:20.200"
"2019/01/21 23:32:32.000" "2019/01/21 23:32:32.200"
"2019/01/21 23:32:44.000" "2019/01/21 23:32:44.200"
"2019/01/21 23:32:56.000" "2019/01/21 23:32:56.200"
"2019/01/21 23:37:29.091" "2019/01/21 23:37:29.291"
"2019/01/21 23:37:41.091" "2019/01/21 23:37:41.291"
"2019/01/21 23:37:53.091" "2019/01/21 23:37:53.291"
"2019/01/21 23:38:05.091" "2019/01/21 23:38:05.291"
"2019/01/21 23:38:17.091" "2019/01/21 23:38:17.291"
"2019/01/21 23:38:29.091" "2019/01/21 23:38:29.291"
"2019/01/21 23:38:41.091" "2019/01/21 23:38:41.291"
"2019/01/21 23:38:53.091" "2019/01/21 23:38:53.291"
"2019/01/21 23:39:05.091" "2019/01/21 23:39:05.291"
"2019/01/21 23:39:17.091" "2019/01/21 23:39:17.291"
"2019/01/21 23:39:29.091" "2019/01/21 23:39:29.291"
"2019/01/21 23:39:41.091" "2019/01/21 23:39:41.291"
"2019/01/21 23:39:53.091" "2019/01/21 23:39:53.291"
"2019/01/21 23:40:32.545" "2019/01/21 23:40:32.745"
"2019/01/21 23:40:44.545" "2019/01/21 23:40:44.745"
"2019/01/21 23:40:56.545" "2019/01/21 23:40:56.745"
"2019/01/21 23:41:08.545" "2019/01/21 23:41:08.745"
"2019/01/21 23:41:20.545" "2019/01/21 23:41:20.745"
"2019/01/21 23:41:32.545" "2019/01/21 23:41:32.745"
"2019/01/21 23:41:44.545" "2019/01/21 23:41:44.745"
"2019/01/21 23:41:56.545" "2019/01/21 23:41:56.745"
"2019/01/21 23:42:08.545" "2019/01/21 23:42:08.745"
"2019/01/21 23:42:20.545" "2019/01/21 23:42:20.745"
"2019/01/21 23:42:32.545" "2019/01/21 23:42:32.745"
"2019/01/21 23:42:44.545" "2019/01/21 23:42:44.745"
"2019/01/21 23:42:56.545" "2019/01/21 23:42:56.745"
"2019/01/21 23:47:29.636" "2019/01/21 23:47:29.836"
"2019/01/21 23:47:41.636" "2019/01/21 23:47:41.836"
"2019/01/21 23:47:53.636" "2019/01/21 23:47:53.836"
"2019/01/21 23:48:05.636" "2019/01/21 23:48:05.836"
"2019/01/21 23:48:17.636" "2019/01/21 23:48:17.836"
"2019/01/21 23:48:29.636" "2019/01/21 23:48:29.836"
"2019/01/21 23:48:41.636" "2019/01/21 23:48:41.836"
"2019/01/21 23:48:53.636" "2019/01/21 23:48:53.836"
"2019/01/21 23:49:05.636" "2019/01/21 23:49:05.836"
"2019/01/21 23:49:17.636" "2019/01/21 23:49:17.836"
"2019/01/21 23:49:29.636" "2019/01/21 23:49:29.836"
"2019/01/21 23:49:41.636" "2019/01/21 23:49:41.836"
"2019/01/21 23:49:53.636" "2019/01/21 23:49:53.836"
"2019/01/21 23:50:33.091" "2019/01/21 23:50:33.291"
"2019/01/21 23:50:45.091" "2019/01/21 23:50:45.291"
"2019/01/21 23:50:57.091" "2019/01/21 23:50:57.291"
"2019/01/21 23:51:09.091" "2019/01/21 23:51:09.291"
"2019/01/21 23:51:21.091" "2019/01/21 23:51:21.291"
"2019/01/21 23:51:33.091" "2019/01/21 23:51:33.291"
"2019/01/21 23:51:45.091" "2019/01/21 23:51:45.291"
"2019/01/21 23:51:57.091" "2019/01/21 23:51:57.291"
"2019/01/21 23:52:09.091" "2019/01/21 23:52:09.291"
"2019/01/21 23:52:21.091" "2019/01/21 23:52:21.291"
"2019/01/21 23:52:33.091" "2019/01/21 23:52:33.291"
"2019/01/21 23:52:45.091" "2019/01/21 23:52:45.291"
"2019/01/21 23:52:57.091" "2019/01/21 23:52:57.291"
"2019/01/21 23:57:30.182" "2019/01/21 23:57:30.382"
"2019/01/21 23:57:42.182" "2019/01/21 23:57:42.382"
"2019/01/21 23:57:54.182" "2019/01/21 23:57:54.382"
"2019/01/21 23:58:06.182" "2019/01/21 23:58:06.382"
"2019/01/21 23:58:18.182" "2019/01/21 23:58:18.382"
"2019/01/21 23:58:30.182" "2019/01/21 23:58:30.382"
"2019/01/21 23:58:42.182" "2019/01/21 23:58:42.382"
"2019/01/21 23:58:54.182" "2019/01/21 23:58:54.382"
"2019/01/21 23:59:06.182" "2019/01/21 23:59:06.382"
"2019/01/21 23:59:18.182" "2019/01/21 23:59:18.382"
"2019/01/21 23:59:30.182" "2019/01/21 23:59:30.382"
"2019/01/21 23:59:42.182" "2019/01/21 23:59:42.382"
"2019/01/21 23:59:54.182" "2019/01/21 23:59:54.382"
"2019/01/22 00:00:33.636" "2019/01/22 00:00:33.836"
"2019/01/22 00:00:45.636" "2019/01/22 00:00:45.836"
"2019/01/22 00:00:57.636" "2019/01/22 00:00:57.836"
"2019/01/22 00:01:09.636" "2019/01/22 00:01:09.836"
"2019/01/22 00:01:21.636" "2019/01/22 00:01:21.836"
"2019/01/22 00:01:33.636" "2019/01/22 00:01:33.836"
"2019/01/22 00:01:45.636" "2019/01/22 00:01:45.836"
"2019/01/22 00:01:57.636" "2019/01/22 00:01:57.836"
"2019/01/22 00:02:09.636" "2019/01/22 00:02:09.836"
"2019/01/22 00:02:21.636" "2019/01/22 00:02:21.836"
"2019/01/22 00:02:33.636" "2019/01/22 00:02:33.836"
"2019/01/22 00:02:45.636" "2019/01/22 00:02:45.836"
"2019/01/22 00:02:57.636" "2019/01/22 00:02:57.836"
"2019/01/22 00:07:30.727" "2019/01/22 00:07:30.927"
"2019/01/22 00:07:42.727" "2019/01/22 00:07:42.927"
"2019/01/22 00:07:54.727" "2019/01/22 00:07:54.927"
"2019/01/22 00:08:06.727" "2019/01/22 00:08:06.927"
"2019/01/22 00:08:18.727" "2019/01/22 00:08:18.927"
"2019/01/22 00:08:30.727" "2019/01/22 00:08:30.927"
"2019/01/22 00:08:42.727" "2019/01/22 00:08:42.927"
"2019/01/22 00:08:54.727" "2019/01/22 00:08:54.927"
"2019/01/22 00:09:06.727" "2019/01/22 00:09:06.927"
"2019/01/22 00:09:18.727" "2019/01/22 00:09:18.927"
"2019/01/22 00:09:30.727" "2019/01/22 00:09:30.927"
"2019/01/22 00:09:42.727" "2019/01/22 00:09:42.927"
"2019/01/22 00:09:54.727" "2019/01/22 00:09:54.927"

END Intervals
END IntervalList
